source,interaction,target
CCNB1_CDK1,1,USP9X
HTR1B,1,GNAZ
PDGFRB,1,GRB2
IRAK1,1,PELI3
PELI3,1,IRAK1
STK11,1,PRKAA2
CSNK1A1,-1,FOXO6
XIAP,1,RIPK4
PRKCA,1,IQGAP1
PRKAA1,-1,RPTOR
CCND1_CDK6,-1,CTNNB1
PRKACA,1,SGK1
AKT1,1,PEA15
JAK2,-1,MAP3K5
GRM5,1,GNAS
CDK2,-1,SIRT2
CASP3,1,STK4
CDK2,1,MYBL2
CSNK1E,1,DVL2
MAPK1,1,METTL3
CUL1_RBX1_SKP1,-1,EID1
PTEN,1,RAB7A
VEGFA,1,FLT1
IGF1R,1,PCNA
RBM38,1,CDKN1A
CDK5,1,FOXC2
MPG,-1,STK36
CHEK1,-1,NEK6
MAPK10,-1,NFATC1
CSNK2A1,1,DAXX
ITGB1,1,KCNH2
KCNH2,1,ITGB1
PLK1,-1,STK38
AAK1,1,NUMB
SMO,1,GNB1
CSNK2A1,1,RELA
PDPK1,1,MAP2K1
GRK2,-1,MAPK14
CDC20,1,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,HAT1
CCNB1_CDK1,1,CDC25C
MAPKAPK2,1,CASP3
SRC,1,PRKD1
BTRC_CUL1_SKP1,-1,CDKN1B
CCNB1_CDK1,-1,USP24
CHUK_IKBKB_IKBKG,1,NFKB1_RELA
TNPO1,1,FUS
ATR,1,CDC25C
WNT2,1,LRP5
KIT,1,PIK3CA_PIK3R1
CDK2,1,ESR1
PRKG1,-1,SF1
AKT2,-1,CDKN1B
DOK1,-1,ITGB4
ZDHHC5,-1,EZH2
PIK3CB,-1,GSK3B
MAPK8,1,PXN
PPP2CA,-1,PAK1
EGFR,1,TRIP13
PBK,1,HDAC1
PDPK1,1,IKBKB
CSNK2A1,1,RNF7
RIPK2,1,MAPK1
MAPK3,-1,CEBPA
AXL,1,EGFR
CUL1_RBX1_SKP1,-1,CCND3
CDK5,1,CDK16
PRKCA,1,SHC1
CDH3,1,CTNNB1
AKT1,-1,CTBP1
MAPK7,1,PTK2
GSK3B,-1,AR
CDK16,-1,TP53
MAP3K7,1,SMAD1
ATM,1,XRCC6
PTPN11,-1,PTK2
CHUK,1,MECP2
EPHA4,1,GHR
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,FH
LATS2,-1,CDKN1A
SRC,1,SIAH2
IGF1R,1,PTK2
AURKA,1,EGFR
CAMK4,1,NOTCH1
CDK1,-1,DIAPH1
ABL1,-1,CDKN1B
CAMKK2,1,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
RAD50,1,BRCA1
MAP3K14,1,MMP14
SRC,1,RUNX1
SRC,1,TLR3
ABL1,1,MAVS
PLCG2,1,CDKN1A
PRKCB,1,GSTP1
PPP2CA,-1,PRKCB
FYN,1,PTPN6
GSK3B,-1,JUNB
SRC,1,DAB1
EIF2AK3,1,OGT
RIPK4,1,DVL2
TLX1,-1,RB1
MMP2,1,TGFB1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,ARMC10
PRKACA,-1,CAPN2
PRKD1,1,KAT7
FBXW7,-1,PSEN1
ITGB1BP1,-1,ITGA6_ITGB4
CSNK1D,-1,YAP1
CUL1_FBXW7_SKP1,-1,SMARCA4
MAPK3,-1,BAD
BRCA1,-1,CDC25C
PPP1CA,1,CASP9
PKD1,1,SIAH1
ARHGAP35,-1,RAC1
JAK3,1,CTNNB1
PTPRC,1,FYN
TYRO3,1,CBLB
KIT,1,CTNNB1
BMPR1B,1,SMAD9
CCND1_CDK4,-1,MEF2C
LYN,1,DOK3
SYK,1,FLT3
CDK2,1,ATRIP
PDPK1,1,PKN1
CSNK2A1,1,AKT1
MTOR,-1,DEPTOR
E4F1,1,TP53
WEE1,-1,CDK2
CALM2,1,PPP3CB
MAP3K3,1,RCAN1
UBE3A,-1,TP53
GSK3B,-1,SPI1
RAP1GAP,-1,GNAZ
CCNE2_CDK2,1,USP37
CSNK2B,-1,ATF4
GSK3B,-1,GRB14
MAP3K7,1,CHUK_IKBKB_IKBKG
HUWE1,-1,MYCN
SKP1,1,CUL1
SH3RF1,-1,HGS
BIRC2,-1,EIF4E
DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,-1,AMOTL2
PDPK1,1,PKN2
PPP3CA,1,BAD
CASP3,1,GRIPAP1
ACP1,-1,PDGFRB
GRIN1_GRIN2C,1,CTTN
RPS6KA2,-1,NFKBIA
FGFR1,1,PDK1
CDK4,-1,PRDX1
NTRK1,1,SHC3
PHLPP1,-1,RAF1
NCOR1,1,BCL6
ARHGEF4,1,CDC42
GREB1,-1,SMAD2
ERBB3,1,GRB2
SMAD3,-1,FOXA1
PTPN1,-1,ABL1
WNT11,1,FZD6
PAK2,-1,PREX2
STUB1,-1,LRRK2
AKT1,1,BMI1
MC4R,1,GNAQ
SMURF1,-1,SMAD1
CDK1,-1,MCL1
PRKACA,1,AKAP12
MAPK14,1,ESR1
PPP1CA,1,PREX1
GRK2,-1,BDKRB2
CSNK1A1,-1,CBX4
CARD9,1,BCL10
INSR,-1,CALM1
CEP68,1,CDK5RAP2
SMURF1,-1,NFIC
PPP1CB,-1,AKT1
KAT2B,1,MEF2C
PRKCA,-1,CREBBP
THBS1,1,NGF
MAPK3,1,PML
IKBKB,-1,TARDBP
SIK1,-1,CRTC2
PLK1,1,TNKS
PLK1,-1,IRS1
SRC,-1,GRB10
SH2B3,-1,JAK2
CSNK1D,1,CDK5
MAPK8IP2,1,MAPK8IP1
BMPR1A,1,SMAD9
MAPK3,-1,ERBB4
F2,1,F2R
ERC1,1,CHUK_IKBKB_IKBKG
CSNK2A1,-1,NFKBIA
PRKAA1,1,TET2
MAPK3,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
GPSM3,-1,GNAI1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,SIRT7
CDKN2A,-1,CCND1_CDK4
CDK1,1,SIRT1
YWHAG,1,GEM
CDK4,1,FOXO1
DUSP3,-1,MAPK3
CAMK1,1,ATF1
PINK1,1,UBC
ACAT1,-1,PDP1
PAK1,1,ILK
PPP1CA,1,YAP1
LCK,-1,NFKBIA
CSK,1,NOTCH1
CSNK1E,1,TRAF3
PSENEN,1,PSEN1
KAT5,-1,NOTCH1
JAK2,1,GAB2
AKT1,1,TMIGD2
PRKCD,-1,CTNNB1
RET,-1,ATF4
VCP,-1,RIGI
CSNK1E,1,APC_AXIN1_GSK3B
ATM,1,SMURF2
PPP2CB,1,MDM2
HRAS,1,PIK3CA
CDK5,-1,PPP1CA
KDM5B,1,CBX4
MAP3K1,1,STAT3
FGFR3,-1,TET2
CSNK1A1,1,FOXG1
CASP1,1,PSEN1
TGFBR2,1,USP2
CDK9,-1,SMAD3
GRIN1_GRIN2B,1,CAMK2A
FYN,1,CD79A_CD79B_P0DOX3_P0DOX8
PAK2,1,JUN
HMGB1,1,TLR4
HDAC2,1,ZNF318
DAB2IP,-1,JAK2
MAP3K1,1,MAP2K6
FLT4,-1,RPS6KA3
SRC,1,GRB2
PLK1,1,YY1
CSNK2A1,1,MEF2C
PRKCB,-1,HABP4
PINK1,1,HTRA2
FGA,1,ITGAX
INSR,-1,PTEN
EDNRA,1,GNAL
GSK3A,-1,CD274
PPP3CC,-1,FLNA
COPS5,1,CD274
KMT2A,1,SPI1
PRKCA,1,ARHGEF1
MAPK3,-1,GSK3B
NRBF2,-1,PIK3R4
SGK1,-1,NEDD4L
CDH1,1,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
VAV2,1,RHOA
GNAI1,1,RAC1
MAPK3,1,MCL1
INPP5D,-1,TRAF6
GNAL,1,ADCY5
GSK3B,1,PPP1R2
SRC,1,CTNNB1
ANXA1,1,FPR1
FCRL3,1,ZAP70
PRKAA2,1,CHUK_IKBKB_IKBKG
YES1,-1,YY1
CDK2,1,NR3C1
PPP1CA,1,CDC25C
SIRT7,1,H3C13
FER,1,PRKCD
CCND1_CDK4,-1,RASSF1
PPP2CA,-1,RACGAP1
GADD45A,-1,CDK11A
HTR4,1,GNAZ
MAPK1,-1,FGFR1
PRKDC,1,AKT1
RALGDS,1,RIT1
PFN1,1,CDH4
GSK3B,-1,PGR
ATG4B,1,MAP1LC3C
ATM,-1,TP63
PRKCB,1,GRM5
CSNK2A1,1,MDC1
ATR,1,KMT2A
PTP4A3,-1,PTEN
CDK1,1,WAC
METTL3,1,USP13
CLK2,-1,PPARGC1A
TP53INP1,1,MAP1LC3B
PRKAA2,-1,HIPK2
STIP1,-1,HSP90AB1
LYN,-1,YY1
PRKCD,1,PPP1R14B
BAD,1,TP53
HTR7,1,GNAI3
SNTA1,1,NOS1
MAPK1,-1,NR3C2
MAPK9,-1,SFN
STUB1,-1,CBX4
MAP3K7,-1,NFKBIB
SRC,1,YAP1
HIPK2,1,CDKN1B
MAPK1,-1,LIN28A
PRKG1,1,GTF2I
RAB1A,1,ATG13_RB1CC1_ULK1
MAPK8,1,PIN1
PPP1R9B,1,ARHGEF2
WNK1,1,STK39
NUAK1,-1,CASP6
SARM1,-1,TICAM1
ARHGEF11,1,RHOA
CCNA2_CDK2,1,USP37
KHDRBS1,1,NRXN1
CDK2,1,CDC25C
CCNB1_CDK1,1,SP1
PRKCD,-1,LIMK2
PRRX1,1,SRF
FBXW7,1,CUL1_RBX1_SKP1
DAPK3,1,MDM2
RPS6KA1,-1,CDC25A
AKT1,-1,PPARGC1A
ULK1,1,YAP1
SRC,-1,PRKAA2
PIM1,1,YWHAZ
ROR1,1,SRC
AKT1,1,HSF1
PTPRR,-1,STAT3
LYN,-1,CASP8
CDK7,1,CDK11B
KAT2A,-1,H3-4
CUL1_RBX1_SKP1,-1,MSX2
PAK4,-1,NFE2L2
RPS6KA5,-1,EIF4EBP1
MAPK8,-1,LAT
MAPK3,1,HDAC6
MAPK3,1,DEPTOR
G3BP2,-1,MDM2
PRKCD,1,PTPRA
SRC,1,AREG
CSNK2A1,-1,DDIT3
RPS6KB1,-1,HSPB1
G3BP1,1,EIF2AK2
FZD1,1,DVL3
PLK1,1,RACGAP1
CILK1,1,RPTOR
PABPC1,1,EIF4E
IKBKE,-1,FAF1
SPART,1,WWP1
GSK3B,1,RXRA
DDR1,1,TM4SF1
FNTA,1,KRAS
CUL1_RBX1_SKP1,-1,EIF3F
AKT1,1,CARD11
NRCAM,1,ANK3
DAPK1,-1,PELI1
ADRB1,1,GNAS
RPS6KA1,-1,DEPTOR
PIAS1,-1,FHL1
LATS2,1,AMOT
FZR1,1,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
ATM,1,CHEK1
MAPK1,-1,PAX5
ESR1,1,PIK3R2
CAMK4,-1,HDAC5
PRKCD,1,TP73
CEP192,1,AURKA
AKT1,1,LARP6
MAPK3,-1,TOB1
SMURF1,-1,RUNX2
NUAK2,-1,LATS1
OPRD1,1,GNAI1
PRKACA,-1,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
NR3C1,1,HDAC1
ITGB1BP1,-1,ITGB4
LYN,1,GCSAM
GNA13,1,ARHGEF12
CUL1_RBX1_SKP1,-1,FBXL7
FBXL7,1,CUL1_RBX1_SKP1
BCAR1,-1,SMAD3
PLK1,-1,IKBKB
SRC,-1,PPP2CA
MAPK3,1,SMAD4
CHEK1,-1,MDM4
PRKCB,-1,GSK3A
STK11,1,TP53
ID1,1,AKT1
PRKCA,1,PTPN11
PRKCD,-1,ADRB2
LCK,1,PRKCD
CCP110,1,CALM3
AKT3,-1,CASP9
CASP3,-1,PTCH1
CDK3,1,ESR1
CEP68,1,PCNT
CREBBP_EP300,1,RELA
RELA,1,CREBBP_EP300
CALM3,1,PPP3CA_PPP3R1
AKT1,1,ITCH
MAPK1,1,EP300
CDK5,1,AR
ERBB4,1,SHC3
CCNB1_CDK1,1,FOXM1
UBE2I,-1,CEBPA
MAPK14,1,NR3C1
TLN1,1,ITGA2B_ITGB3
NUMB,-1,MDM2
MDM2,-1,NUMB
LRRK2,1,AKT1
MAPK1,1,CSNK2A1
PRRX1,-1,MAF
CDK1,1,RANGAP1
PTK7,-1,CTNNB1
SPOP,-1,GLI2
MAPK13,-1,PRKD1
AKT3,1,CHUK_IKBKB_IKBKG
DOK1,-1,ITGB7
UBE2I,-1,JUN
FBXW7,-1,EGLN2
PGAM5,1,MAP3K5
CUL1_RBX1_SKP1,-1,BTRC
BTRC,1,CUL1_RBX1_SKP1
HIPK2,1,PAX6
PTEN,-1,NR5A1
FGF2,1,FGFR4
AKT2,-1,STXBP4
CSNK2A1,-1,HOXB7
PPP2CA,1,RAF1
PAK1,-1,BCL6
JAK2,1,ARHGEF1
FYN,1,ACP1
CUL1_FBXW7_SKP1,-1,NCOA3
CHEK1,1,ASF1A
HTR7,1,GNAO1
SMURF1,-1,TGFBR2
PRKCA,1,CDKN2D
SRC,-1,CHN2
CCNA2_CDK2,-1,RB1
AKT1,-1,YAP1
PLK1,-1,SUN1
UBE2S,1,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
CCNE2_CDK2,-1,NPM1
DLG3,1,GRIN1_GRIN2A
NRBF2,-1,PIK3C3
PELI3,-1,TRAF6
CAPN3,1,GSK3A
PPP1R9B,1,SPATA13
SMAD3,-1,PAX6
CD19,1,PIK3R1
PRKCE,1,MIIP
CUL1_FBXW7_SKP1,-1,MYC
BRD2,1,TP53BP1
PRKCA,-1,UNC5A
PIN1,1,IRS1
PRKCB,1,SDC2
NFKB1_RELA,1,CCND1
CASP1,1,SPHK2
PRKCZ,-1,HABP4
EP300,1,KPNA2
MAPK1,-1,IRS1
MAPKAPK2,-1,YWHAZ
ABL1,1,IRF3
LYN,1,PTGS2
NFKBIA,-1,NFKB1_RELA
CDK2,-1,MYOD1
CDK2,-1,CDH1
PRKAA1,1,ALDH2
MARK1,-1,TNK1
PRKCZ,-1,YAP1
PAK3,1,RAF1
DYRK2,-1,CDC25A
CDK2,-1,PRDX1
PSTPIP1,1,PTPN18
CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1,1,CDC20
CHRM2,1,GNAI1
TAOK3,1,STK4
PPP1CA,1,NR3C1
PRKCZ,1,GSTP1
SAFB,1,FUS
ARHGAP8,-1,RHOA
PPM1D,-1,KDM1A
GNAQ,1,ARHGEF28
MAPK14,-1,BCL2
ARAP1,-1,CDC42
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P0DTC2_RPS27A
PRKAA1,1,KPNA2
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59634_UBA52
P59634_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03231_UBB
P03231_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
P0DTC2_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59633_UBB
P59633_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03209_UBA52
P03209_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P0DTC2_UBC
P0DTC2_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59594_RPS27A
P59594_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P0DTC2_UBB
P0DTC2_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03186_UBB
P03186_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03217_RPS27A
P03217_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03200_UBB
P03200_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P13288_UBC
P13288_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59595_UBC
P59595_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P0DTC2_UBA52
P0DTC2_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,Q80H93_RPS27A
Q80H93_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
